,Total poids chargeKg],Total poids charge combustible [Kg],Total composant charge M +F + C + fines [Kg],Total humide [Kg],Densite de chargement [t/m3],Permeabilite avant allumage [Nm3/m2/mn],Humidite sur sec [%/sec],TOP SPEED [min],FE total [Kg],CaO [Kg],SiO2 [Kg],Al2O3 [Kg],MN [Kg],TiO2 [Kg],H20 HYD [Kg],Fe++ [Kg],Graphite [Kg],Charbon [Kg],Carbone [Kg],H2O SA [Kg],H2O DI [Kg],H2O ADD [Kg],Numerical Serie,"Mailles > 2,5mm  Poids [Kg]","Mailles < 1,25mm   Poids [Kg]","Mailles > 2,5mm  %","Mailles < 1,25mm    %",After,Fines de retour chargees %,Total poids charge %
2880,121.723289,6.512196,171.082084,210.0,2.139249,14.991077,6.7,30.5,65.56875304,11.08855902,6.380553005,1.3355709409999998,0.390705048,0.15588796300000002,2.250169014,0.60196496,0.00795327,6.529002059,5.210143031,0.376060984,0.36019596600000003,11.516213,7415,21.376168,12.614039,49.889999,29.440001,1,0.25044468712457346,0.7114905672998465
282,118.278875,6.2687800000000005,166.181821,250.0,2.132251,25.471438,8.0,20.799999,65.64770306,11.013807,6.4726939660000005,0.917752992,0.020851037,0.167712976,0.300780053,1.09860003,0.008217764,6.344771017,5.417166,1.220507963,1.062965948,13.54074103,4646,16.914317999999998,16.031466,40.626052,38.505553000000006,0,0.25053381139685554,0.7117437652822447
2883,124.374136,6.554517,174.70835,210.0,2.183574,15.823915,6.7,29.0,67.32789502,11.26632996,6.411616998,1.214996993,0.198451017,0.169775955,0.355733983,3.672527962,0.057678948,6.568309969,5.241511962,0.385368034,0.369164944,11.75482594,7421,21.964273,11.951857,50.169998,27.299999,1,0.2505873188087461,0.7118957737280446
655,117.973642,6.48855,165.988915,200.0,2.094925,24.2449,7.7,24.200001,65.44022198,9.200964982,5.761372,1.496789964,0.347169946,0.107692944,1.25795303,1.12956099,0.058818048,6.510502,5.178974048,0.218270993,0.20903804,12.84048306,5037,21.955178,11.075177,52.869999,26.67,0,0.2501776880703148,0.7107320509926823
2327,118.219728,6.679415,166.512488,200.0,2.099591,14.8721,8.1,28.5,64.43584996,10.04466896,5.869926047000001,1.201384977,0.337333974,0.147892051,0.020456967,0.7820620340000001,0.150763998,6.665486031,5.253736019,0.362556957,0.34722004799999995,13.48751203,6808,21.251936,11.040021,51.07,26.530001,1,0.2499112619108784,0.7099751461283793
128,126.010891,7.371637,166.14536,200.0,2.106589,20.607165,8.0,28.1,70.56233705,9.374638039,5.793833965,1.323609991,0.187675946,0.09472001,1.957182004,4.267799028,0.072970964,7.4108610389999985,6.327392969,0.221409987,0.192830024,13.37777806,4472,15.980917000000002,8.693774000000001,48.777581,26.535479,0,0.19719378260097065,0.7584376175175759
370,126.859117,6.4698150000000005,177.983343,250.0,2.2442290000000003,16.170818,6.6,32.0,69.70769405,11.18469402,6.879734,0.942725954,0.063946985,0.12806594300000002,0.8103369979999999,0.636299003,0.05960705,6.553742996,5.59558598,0.224597037,0.195606059,11.91219496,4735,19.68813,14.030416,44.09,31.42,0,0.2508909555654317,0.7127583675063346
1381,118.476636,6.753168,166.933582,210.0,2.06693,16.240333,6.1,36.5,64.85382902,9.632023,5.637326947999999,1.12384405,0.331635015,0.235303977,0.08828295300000001,0.6712239940000001,0.034087971,6.756351054,5.628040017000001,0.0,0.0,10.18774695,5823,19.717545,12.323466,47.279999,29.549999,1,0.24982257314768455,0.7097231999730289
722,115.905378,6.25889,162.962963,200.0,2.0529330000000003,23.959991,7.5,25.9,60.85509101,9.146718987,5.363415989,1.3964760319999998,0.313081969,0.103826017,1.675752034,3.1740659630000003,0.061482029,6.280744042,4.996205972,0.19731002,0.188963011,12.27906998,5103,20.725736,10.530143,50.799999,25.809999,0,0.25035562221582824,0.7112375466565369
2359,107.790139,6.682989,159.744985,200.0,2.045934,9.756097,9.8,28.5,57.87021004,10.89819496,7.000343026,0.924589966,0.345450039,0.062449944,0.364293025,0.6776440029999999,0.15307195099999998,6.682989028,5.280897981,0.0,0.0,15.65500903,6839,25.017228,11.087078,55.259998,24.49,1,0.28340080910834226,0.6747638368741278
529,107.256816,5.6309830000000005,150.642199,200.0,1.915293,34.843731,8.5,16.700001,56.77224904,8.77439002,4.151704045,2.723711039,0.053228965,0.126652984,0.35775102,0.607167017,0.005771656,5.656932034,4.499975981,0.0,0.0,12.86359403,4909,20.236358,8.54382,53.599998,22.629999,0,0.25062300106227203,0.7119971476252812
2466,125.004142,6.250207,175.255808,200.0,2.197571,14.693635,7.5,27.0,67.61008004,11.24410398,6.549949955,0.946102039,0.126583972,0.128744029,0.978814974,2.132312984,0.160875036,6.237113961,4.916092962,0.38335905,0.367143005,13.14418595,6967,23.694785,11.053167,53.849998,25.120001,1,0.2510699046276401,0.7132667580409089
554,119.631735,6.22085,167.96295700000005,200.0,2.115921,21.029379,7.5,24.6,66.65062006,8.810058959,6.062355013,1.443518045,0.329804951,0.102870963,0.434010005,0.7594430520000001,0.07893597,6.24236001,4.965673006,0.20981105100000005,0.200448009,12.65581402,4934,20.343521,11.837226,48.310001,28.110001,0,0.2507122567507548,0.7122507077557583
2697,113.812154,6.942541,154.898342,450.0,1.954952,30.577037,8.2,23.75,58.89819799,9.03831599,7.164322983,2.067084043,0.125148031,0.08886903,5.32312098,0.502154014,0.0,6.927833981,5.528412016,0.33949597299999995,0.328138982,12.70166399,7201,18.389768,7.436487,53.860001,21.780001,1,0.2204261553684029,0.7347538555319076
1715,115.115674,6.101131,161.737523,260.0,2.041269,20.404521,8.3,21.0,58.28631205,11.28283996,6.675174987999999,1.6399850580000002,0.39064099,0.111096945,1.53931697,4.451784998,0.034651019,6.087844945,5.211196027,0.211802977,0.202843044,13.41181903,6177,19.602312,11.591615,48.376022,28.606637,1,0.2505338108832049,0.7117437677093644
1058,116.847755,5.7255400000000005,163.703707,200.0,2.062265,22.7244,7.5,24.299999,63.30420798,9.76868705,5.800656036,1.3889290230000002,0.27469903100000004,0.187533006,1.651402059,5.091558994,0.032817057000000004,5.744929005,4.569975981,0.21618801,0.207043046,12.33488405,5466,20.443779,10.884215,49.704777,26.462695,0,0.2512491119092373,0.7137758645868659
1340,112.856993,5.64285,158.225505,200.0,1.996944,21.415823,8.2,27.200001,60.24427097,10.02951404,5.943373018,1.385158975,0.362058966,0.092027966,1.454351009,9.419025044,0.045112973,5.635751041,4.694580966,0.207838007,0.19904596,12.97449094,5770,19.461603,11.591948,48.990002,29.18,1,0.2510699081036272,0.7132667580994606
464,119.60226000000002,5.920312,167.622569,200.0,2.113588,23.000732,7.6,22.1,66.61396695,8.687227054,5.801761981,1.235941977,0.243588047,0.091773007,0.431897972,0.625893056,0.06449094799999999,5.940744949,5.072208018,0.209757996,0.20039704,12.79851295,4841,20.620578,11.83852,48.98,28.120001,0,0.2511594784112872,0.7135212204032025
1600,118.448618,6.585742999999999,166.728275,200.0,2.1042560000000003,13.622844,7.7,29.9,64.11082905,10.17626297,5.870273972000001,0.932172998,0.237934022,0.099786948,1.283517995,0.8579409720000001,0.171594971,6.616318012000001,5.663567959,0.0,0.0,12.89767799,6053,21.268065,11.282373,51.009998,27.059999,1,0.2500710512359107,0.7104290978839671
2902,121.640623,6.568594,171.026717,210.0,2.127585,15.64545,6.15,31.5,65.95016905,10.89685998,6.272446994,1.221528054,0.193268051,0.166444959,0.357335994,3.643033995,0.261016024,6.586172982999999,5.255766022,0.36666203,0.347879021,10.56768703,7478,22.667584,11.937519,52.939999,27.879999,1,0.2503556271854297,0.711237548926347
2574,121.30889,6.671989,170.681609,200.0,2.132251,17.965497,6.7,28.299999,65.57670096,11.19498196,6.294545017999999,1.222297988,0.351648945,0.153855024,2.480422026,3.700659947,0.020291027,6.6830209620000005,5.333050953,0.373423959,0.35762798700000004,11.47853806,7076,21.380256,12.750439,50.07,29.860001,1,0.25017768610325203,0.7107320508092936
2688,113.54052,6.925972,154.528648,450.0,1.950286,28.1975,8.2,28.200001,58.75762599,9.016744,7.147223975,2.062151016,0.124850029,0.08865704199999999,5.310416004,0.500955988,0.0,6.911299972,5.51521696,0.338686046,0.327356045,12.67134896,7192,18.345878,7.418738,53.860001,21.780001,1,0.22042615683792172,0.7347538561264058
2035,117.225298,4.220111,162.708714,200.0,2.045934,22.903033,7.3,22.66,62.25144503,12.45808305,6.521757026,1.359437014,0.251039991,0.099707052,1.892146017,4.159188997,0.607137994,4.232897059,3.509917974,0.265226953,0.265226953,11.933085,6505,21.378519,11.41343,51.810001,27.66,1,0.2536023116745917,0.7204610934359669
654,111.084973,5.7764190000000015,155.963303,200.0,1.982947,21.609164,8.55,24.799999,58.31285496,10.42047305,6.154510954,1.393751976,0.274736987,0.11120797,1.730457035,3.177252019,0.595998994,5.793078948,4.608278016,0.205422957,0.196733974,13.39014297,5036,18.151107,12.191976,46.419998,31.18,0,0.2507122524841629,0.7122507081040724
1730,110.023976,5.611223000000002,154.36363899999995,200.0,1.980614,18.262938,9.4,26.0,56.06261099,10.85178304,6.4085459810000005,1.57073503,0.375736007,0.106475029,1.480664956,4.282160003,0.03333097,5.634904995,4.823478016,0.203732055,0.19511402100000005,14.58976298,6193,19.011791,11.149918,49.09,28.790001,1,0.25089095625686825,0.7127583718080138
1367,117.896248,6.955879,166.351607,260.0,2.0529330000000003,13.087448,6.5,29.200001,64.440939,9.620836031,5.550856979,1.081169015,0.279210008,0.25163304,0.141589994,0.6583389510000001,0.041628962,6.9101589689999985,5.756162951,0.0,0.0,10.741784,5799,19.88655,11.99335,47.919998,28.9,1,0.2494684647080085,0.7087172172613878
675,121.394967,5.948353,170.074349,200.0,2.134584,22.235647,7.1,24.799999,66.29137105,10.78936904,6.1500610039999986,1.155254048,0.304543008,0.102587038,0.973727007,3.511352956,0.137247008,5.968600029,4.747901983999999,0.224605055,0.215104032,12.13165299,5057,21.395426,11.934777,50.07,27.93,0,0.2512491110578938,0.7137758733975809
641,121.087682,6.6598229999999985,170.37037,200.0,2.146248,18.155329,7.5,27.299999,66.59034201,9.275992021,6.210486,1.399839021,0.290038017,0.071812999,0.388657946,1.030781984,0.058757966,6.682410999,5.315724978,0.224033948,0.214556965,12.83720898,5023,20.15209,12.249812,47.279999,28.74,0,0.2501776864134297,0.7107320480668088
60,115.595569,5.664183,161.94939399999996,200.0,2.015607,20.766501,6.2,27.299999,62.31710902,9.79496803,5.9848550220000005,1.294662037,0.178618962,0.279036965,1.655608957,3.69008204,0.030486968,5.684116942999999,4.85309902,0.201570997,0.192523009,10.08813505,4403,18.308076,12.333623,44.994438,30.311457,0,0.2512491155107379,0.7137758663054955
1633,120.228243,6.552439,169.101026,240.0,2.128285,13.74182,7.7,30.200001,64.89193599,10.29982797,5.934584009,0.93950005,0.240826955,0.100772034,1.299190002,0.868416999,0.173690029,6.564607014,5.619303959,0.0,0.0,13.04495899,6088,21.587606,11.079466,51.009998,26.18,1,0.25026662463893035,0.7109847044925677
1154,121.283957,6.791902,170.767813,200.0,2.153247,12.67103,8.1,31.98,66.41725797,10.04605395,5.737037947999999,1.11366304,0.27080106,0.338029954,0.409408988,1.3613440280000002,0.08394598199999999,6.783394045,5.396054045,0.223359001,0.213910016,13.83219302,5570,20.526292,12.641088,48.080002,29.610001,1,0.2500000043919283,0.7102272663057412
1853,111.680644,6.589158,157.58139,200.0,1.975948,15.169542000000002,7.0,26.700001,60.94040502,9.377076954,5.57971097,0.871554945,0.222188016,0.107498989,0.154421951,1.06843002,0.545410002,6.611673962,5.249668974,0.206634956,0.197893947,11.08224303,6325,20.331954,10.032317,51.720001,25.52,1,0.2494684683261139,0.7087172159098228
2093,115.67717,6.824953,163.220489,200.0,2.080927,22.427127,8.8,25.5,62.71175,9.644322947000001,5.87217495,1.186097948,0.05481803,0.111988992,1.4966689919999998,0.28347099800000003,0.124342002,6.84204597,5.432583985,0.356390988,0.341314964,14.42941095,6563,21.735464,10.191807,53.380001,25.030001,1,0.249468465935058,0.7087172125798495
2169,120.622547,7.357975,170.43966,200.0,2.125252,8.625817999999999,5.6,31.1,67.23969895,5.399964019,6.95291698,1.189035985,0.417044951,0.068964983,0.276632965,0.813797952,0.170397018,7.448556975,5.885849025,0.0,0.0,9.662120967,6640,23.394984,10.703948,55.099998,25.209999,1,0.2491153643465377,0.7077140789884232
969,118.213526,5.863391,165.68807900000004,200.0,2.106589,19.327824,9.0,29.049999,63.67786602,9.57484602,6.816977989,1.304908041,0.07802306,0.174835988,1.492591033,3.558475992,0.269304983,5.856013042000001,4.6583410160000005,0.217702985,0.208494051,14.91192696,5371,20.206381,11.96737,48.560001,28.76,0,0.2511415561767724,0.7134703155077318
4,125.857584,5.915306,176.07476100000005,200.0,2.197571,20.257638,6.5,26.4,69.19087598,11.15401499,7.47942705,1.421989013,0.279384993,0.296884043,0.556889055,3.964363035,0.06594798,5.936036063,4.889513002,0.219461999,0.209611005,11.49859099,4333,21.322491,12.240606,48.130001,27.629999,0,0.25160829836367066,0.7147962790646638
1755,115.929452,6.144261,162.88088100000004,200.0,2.057599,22.605592,7.8,26.799999,62.10312206,9.936279948,6.0733730060000015,1.35927705,0.309802954,0.093811958,2.180832,3.3422169530000003,0.129607944,6.1650110210000015,5.098463974,0.21448697100000005,0.205413983,12.76363599,6220,20.832059,10.968966,51.049999,26.879999,1,0.2505338118842812,0.7117437681344564
1910,113.185155,6.677924000000001,159.704254,200.0,2.015607,14.8721,7.8,25.799999,61.14470297,9.497592023,6.190760959,1.100680051,0.039701034,0.132980055,0.966383047,0.561438998,0.115735038,6.688750961,5.310867971,0.34840598100000003,0.333668032,12.50315404,6381,20.466411,10.366674,51.369999,26.02,1,0.249468470639486,0.7087172205193734
76,115.600368,5.7453379999999985,162.037037,200.0,2.041269,22.772698,7.4,25.299999,62.60308999,9.761353054,5.711676953,1.211758042,0.178238952,0.180068977,1.815267967,3.750124983,0.054646975,5.770603022,4.926941053999999,0.201754995,0.192699048,12.05772803,4419,18.665748,12.215695,45.87156,30.020387,0,0.25112364280025684,0.7134194141059244
266,130.71281499999998,7.385274000000001,174.697677,200.0,2.190573,20.189728,7.0,26.4,73.93706196,9.653414968,5.8176469389999985,1.130066951,0.213307956,0.091894026,1.196523981,3.890078996,0.097641056,7.411343991,6.327804998,0.229262062,0.199669052,12.28598195,4629,17.788403,10.087448,48.60274,27.561644,0,0.20950243087662807,0.7482229715052249
1661,114.411351,7.150709,161.834857,200.0,2.057599,18.679358,9.0,28.299999,62.09483105,9.261543955,5.432459972,1.1157579640000002,0.342187998,0.072379036,1.487004049,0.5957750310000001,0.154619999,7.1507090039999985,6.121007049,0.0,0.0,14.56513706,6119,20.180699,10.668264,50.110001,26.49,1,0.2488511915575765,0.7069635869607497
2032,118.799826,6.85475,167.472116,200.0,2.101923,15.466984,7.1,26.299999,64.38627798,10.78462102,6.12107404,0.6403599520000001,0.078128041,0.215701945,0.184970969,0.6916100270000001,0.106784029,6.872403029,5.4566879660000005,0.366036964,0.350552973,11.94603196,6502,23.639455,9.337857,56.529999,22.33,1,0.2496985229469484,0.7093707826561407
1704,118.337476,6.212717,166.20498600000005,200.0,2.099591,21.713266,7.8,29.700001,63.39221703,10.14230498,6.195063986,1.385622029,0.316219983,0.095695024,2.226129969,3.4116389860000003,0.132300021,6.233695979,5.155266004,0.218942032,0.209681025,13.02411894,6164,21.577182,11.084341,51.799999,26.610001,1,0.25062300477556065,0.7119971479074639
2014,119.426853,6.926757,168.391864,200.0,2.125252,16.835217,7.7,28.5,64.46630796,10.51636095,6.173759033,0.98034099,0.064022028,0.14579705199999998,0.989400026,0.584192941,0.126694041,6.944419008,5.513869054,0.36796001,0.352394959,13.02636906,6484,21.637089000000003,10.610455,51.470001,25.24,1,0.2496453926063792,0.7092198528071404
622,115.909136,5.940343,162.649497,200.0,2.062265,23.718023,8.0,27.0,62.68324702,9.786089975,6.029455972999999,1.216593022,0.151870966,0.080305965,2.279304945,0.35592598,0.06754497,5.971330947999999,4.750074004,0.21484295,0.205755034,13.09629704,5004,19.155608,12.117606,46.950001,29.700001,0,0.2508462537698472,0.7126313830530937
147,114.44503,5.493361,160.223043,200.0,2.010941,23.496953,7.2,24.799999,64.40393403,7.818462966,4.797519008,1.270717983,0.213651044,0.061477949,1.988535947,0.848692055,0.07013997200000001,5.507870955,4.7026200330000005,0.20055198,0.174664987,11.57910397,4492,18.089459,11.514228999999998,44.904098,28.582174,0,0.2514285788468017,0.7142857098276433
1293,123.31907,7.3991440000000015,174.126529,220.0,2.150914,11.421773,5.5,39.299999,67.66828503,9.895659995,5.776438036,1.015692953,0.317979007,0.254657008,0.124677992,0.830809971,0.040400032,7.427198037,6.186855972999999,0.0,0.0,9.613269951,5721,21.031329,12.345325,48.450001,28.440001,1,0.2492917894205541,0.7082152886651751
1419,110.431154,6.217274,160.82089,210.0,2.010941,17.84652,6.8,49.299999,59.23550296,9.85362002,5.66146701,1.126213957,0.259080054,0.14505204800000002,0.0,9.136841945,0.034301006,6.240560017999999,5.198386043,0.0,0.0,10.97677905,5862,20.071966,13.075049,45.439999,29.6,1,0.2746686826568365,0.6866717004239935
1182,116.546524,5.419413,162.99031499999995,200.0,2.059932,21.832243,8.35,26.200001,61.08111005,9.323466006,5.486704957000001,1.393608961,0.390956043,0.08431499099999999,1.4768310480000002,0.58250398,0.294921949,5.322264017,4.544149003999999,2.930721999,2.921793959,13.60969205,5598,19.646984,12.237572,47.890999,29.83,1,0.2516982558135433,0.7150518360554123
1659,120.41301,6.562509,169.360899,200.0,2.101923,12.25461,6.4,31.5,65.50521095,9.767056972999999,5.901245949,1.024923987,0.314656987,0.161966021,0.605188012,1.143733948,0.178629034,6.549398026,5.606284003,0.33837102700000005,0.33837102700000005,10.83909805,6118,19.836358,12.800385,46.799999,30.200001,1,0.25026662736361605,0.7109847120025031
2121,116.462334,5.066112,162.52318799999995,200.0,2.043601,22.903033,7.3,25.17,62.61992297,10.85787505,5.775321981,1.39408605,0.266124986,0.098390942,1.841828984,4.469085045,0.740198989,5.0815049960000005,4.1753709930000005,0.263503037,0.263503037,11.91947796,6591,20.497371,11.068581,50.0,27.0,1,0.2522393481476625,0.7165890322062844
1030,115.339036,5.536274,161.474652,200.0,2.043601,23.143595,8.5,23.65,61.96741797,9.604260027999999,5.7483019839999985,1.563513014,0.273146021,0.209734022,1.634136009,4.150849025,0.032278972,5.5292989860000015,4.398447032,0.21240904,0.20342403,13.72534497,5433,19.698801,11.798168,48.52,29.059999,0,0.25142857716144823,0.7142857072080887
1846,115.948221,6.840945,163.602941,200.0,2.076262,16.835217,8.4,28.200001,63.372936,9.113929038,5.631624054,1.134414045,0.23344698100000005,0.11894898,0.149821005,1.3916219680000002,0.108617057,6.857605999,5.691813004,0.214320954,0.205255007,13.79335795,6318,21.798637,10.440164,53.41,25.58,1,0.24946846768481995,0.7087172167644592
2597,126.700343,7.6020210000000015,165.977449,400.0,2.059932,26.174896,6.9,22.9,65.83257305,14.77719502,7.225153036,1.121156018,0.05731198,0.087831953,0.86103103,0.59474902,0.065691027,7.549811996,6.024750007000001,0.3761419620000001,0.363558991,11.39887801,7099,21.117779,3.769335,66.66999799999999,11.9,1,0.1908396965421489,0.7633587801436807
2193,126.205759,7.698550999999998,178.32873899999996,280.0,2.265225,21.415824,7.1,25.6,70.66446198,5.675003973,7.307055035,1.249597941,0.438285976,0.072477974,0.290723055,0.8552469709999999,0.179075967,7.827939043,6.185636957000001,0.0,0.0,12.87413596,6664,24.553382,12.327779,55.27,27.75,1,0.24911536552725805,0.7077140774264098
2502,121.923449,6.827713,171.668217,200.0,2.148581,17.608567,6.7,27.6,65.46281696,11.52266902,6.745107045,1.222371032,0.34795500799999995,0.154475962,2.463301955,3.724640951,0.02044395,6.8517839889999985,5.467724016,0.376017022,0.360111962,11.56644803,7004,23.715964000000003,11.282894,55.259998,26.290001,1,0.2500000043688926,0.7102272693844079
1631,117.96628,6.960011,166.450423,240.0,2.094925,13.563355,7.7,31.0,63.677873,10.10881306,5.852501965,0.938098945,0.236343952,0.099811972,1.274747015,0.852078982,0.170422976,6.972935043,5.968833058,0.0,0.0,12.840483,6086,20.836809,11.452356,50.18,27.58,1,0.249468467857243,0.7087172136534612
